1, plains, modern_beta:alpha, MONSTER, minecraft:spider, 60, 4, 4
1267, none, aether:skyroot_woodland, CREATURE, aether:flying_cow, 22, 2, 5
1268, none, aether:skyroot_woodland, CREATURE, aether:aerbunny, 11, 3, 3
1269, none, aether:skyroot_woodland, CREATURE, aether:moa, 10, 1, 3
1270, none, aether:skyroot_woodland, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
1271, none, aether:skyroot_woodland, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
1272, none, aether:skyroot_woodland, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
1273, none, aether:skyroot_woodland, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
1274, none, aether:skyroot_woodland, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
1275, none, aether:skyroot_woodland, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
1276, none, aether:skyroot_woodland, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
1277, none, aether:skyroot_woodland, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
1278, the_end, minecraft:small_end_islands, MONSTER, minecraft:enderman, 5, 4, 4
1279, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 60, 4, 4
1260, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 60, 4, 4
1281, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1282, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 60, 4, 4
1283, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper, 60, 4, 4
1284, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 60, 4, 4
1285, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
1286, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
1287, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1288, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1289, icy, minecraft:snowy_plains, MONSTER, minecraft:spider, 60, 4, 4
1290, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie, 60, 4, 4
1291, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1292, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton, 20, 4, 4
1293, icy, minecraft:snowy_plains, MONSTER, minecraft:creeper, 60, 4, 4
1294, icy, minecraft:snowy_plains, MONSTER, minecraft:slime, 60, 4, 4
1295, icy, minecraft:snowy_plains, MONSTER, minecraft:enderman, 5, 1, 4
1296, icy, minecraft:snowy_plains, MONSTER, minecraft:witch, 5, 1, 1
1297, icy, minecraft:snowy_plains, MONSTER, minecraft:stray, 60, 4, 4
1298, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
1299, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 10, 1, 2
1300, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 10, 8, 8
1301, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1302, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:spider, 60, 4, 4
1303, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 60, 4, 4
1304, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 10, 1, 1
1305, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 60, 4, 4
1306, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:creeper, 60, 4, 4
1307, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:slime, 60, 4, 4
1308, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 5, 1, 4
1309, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
1310, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 10, 2, 3
1311, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:goat, 10, 1, 3
1312, extreme_hills, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
1313, extreme_hills, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1314, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider, 60, 4, 4
1315, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 60, 4, 4
1316, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
1317, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 60, 4, 4
1318, taiga, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 60, 4, 4
1319, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime, 60, 4, 4
1320, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 5, 1, 4
1321, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
1322, taiga, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 20, 4, 4
1323, taiga, minecraft:snowy_taiga, CREATURE, minecraft:pig, 20, 4, 4
1324, taiga, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 20, 4, 4
1325, taiga, minecraft:snowy_taiga, CREATURE, minecraft:cow, 20, 4, 4
1326, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 10, 4, 4
1327, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1328, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox, 10, 2, 4
1329, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1330, taiga, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1331, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
1332, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
1333, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
1334, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1335, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
1336, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 60, 4, 4
1337, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 60, 4, 4
1338, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
1339, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 60, 4, 4
1340, jungle, minecraft:sparse_jungle, MONSTER, minecraft:creeper, 60, 4, 4
1341, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 60, 4, 4
1342, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 5, 1, 4
1343, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
1344, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 20, 4, 4
1345, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 20, 4, 4
1346, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 20, 4, 4
1347, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 20, 4, 4
1348, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 20, 4, 4
1349, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
1350, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1351, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 60, 4, 4
1352, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 60, 4, 4
1353, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
1354, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 60, 4, 4
1355, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:creeper, 60, 4, 4
1356, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 60, 4, 4
1357, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 5, 1, 4
1358, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
1359, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
1360, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1361, none, minecraft:stony_shore, MONSTER, minecraft:spider, 60, 4, 4
1362, none, minecraft:stony_shore, MONSTER, minecraft:zombie, 60, 4, 4
1363, none, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
1364, none, minecraft:stony_shore, MONSTER, minecraft:skeleton, 60, 4, 4
1365, none, minecraft:stony_shore, MONSTER, minecraft:creeper, 60, 4, 4
1366, none, minecraft:stony_shore, MONSTER, minecraft:slime, 60, 4, 4
1367, none, minecraft:stony_shore, MONSTER, minecraft:enderman, 5, 1, 4
1368, none, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
1369, none, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
1370, none, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1371, the_end, betterend:sulphur_springs, MONSTER, minecraft:enderman, 5, 1, 4
1372, the_end, betterend:sulphur_springs, WATER_AMBIENT, betterend:end_fish, 50, 3, 8
1373, the_end, betterend:sulphur_springs, WATER_AMBIENT, betterend:cubozoa, 50, 3, 8
1374, none, minecraft:sunflower_plains, MONSTER, minecraft:spider, 60, 4, 4
1375, none, minecraft:sunflower_plains, MONSTER, minecraft:zombie, 60, 4, 4
1376, none, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1377, none, minecraft:sunflower_plains, MONSTER, minecraft:skeleton, 60, 4, 4
1378, none, minecraft:sunflower_plains, MONSTER, minecraft:creeper, 60, 4, 4
1379, none, minecraft:sunflower_plains, MONSTER, minecraft:slime, 60, 4, 4
1360, none, minecraft:sunflower_plains, MONSTER, minecraft:enderman, 5, 1, 4
1381, none, minecraft:sunflower_plains, MONSTER, minecraft:witch, 5, 1, 1
1382, none, minecraft:sunflower_plains, CREATURE, minecraft:sheep, 20, 4, 4
1383, none, minecraft:sunflower_plains, CREATURE, minecraft:pig, 20, 4, 4
1384, none, minecraft:sunflower_plains, CREATURE, minecraft:chicken, 20, 4, 4
1385, none, minecraft:sunflower_plains, CREATURE, minecraft:cow, 20, 4, 4
1386, none, minecraft:sunflower_plains, CREATURE, minecraft:horse, 10, 2, 6
1387, none, minecraft:sunflower_plains, CREATURE, minecraft:donkey, 10, 1, 3
1388, none, minecraft:sunflower_plains, AMBIENT, minecraft:bat, 10, 8, 8
1389, none, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1390, swamp, minecraft:swamp, MONSTER, minecraft:spider, 60, 4, 4
1391, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 60, 4, 4
1392, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
1393, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 60, 4, 4
1394, swamp, minecraft:swamp, MONSTER, minecraft:creeper, 60, 4, 4
1395, swamp, minecraft:swamp, MONSTER, minecraft:slime, 60, 4, 4
1396, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 5, 1, 4
1397, swamp, minecraft:swamp, MONSTER, minecraft:witch, 5, 1, 1
1398, swamp, minecraft:swamp, MONSTER, minecraft:slime, 10, 1, 1
1399, swamp, minecraft:swamp, CREATURE, minecraft:sheep, 20, 4, 4
1400, swamp, minecraft:swamp, CREATURE, minecraft:pig, 20, 4, 4
1401, swamp, minecraft:swamp, CREATURE, minecraft:chicken, 20, 4, 4
1402, swamp, minecraft:swamp, CREATURE, minecraft:cow, 20, 4, 4
1403, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 2, 5
1404, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
1405, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1406, taiga, minecraft:taiga, MONSTER, minecraft:spider, 60, 4, 4
1407, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 60, 4, 4
1408, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
1409, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 60, 4, 4
1410, taiga, minecraft:taiga, MONSTER, minecraft:creeper, 60, 4, 4
1411, taiga, minecraft:taiga, MONSTER, minecraft:slime, 60, 4, 4
1412, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 5, 1, 4
1413, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
1414, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 20, 4, 4
1415, taiga, minecraft:taiga, CREATURE, minecraft:pig, 20, 4, 4
1416, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 20, 4, 4
1417, taiga, minecraft:taiga, CREATURE, minecraft:cow, 20, 4, 4
1418, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 10, 4, 4
1419, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1420, taiga, minecraft:taiga, CREATURE, minecraft:fox, 10, 2, 4
1421, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
1422, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1423, the_end, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
1424, the_end, betterend:umbrella_jungle, MONSTER, minecraft:enderman, 5, 1, 2
1425, the_end, nullscape:void_barrens, MONSTER, minecraft:enderman, 5, 4, 4
1426, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1427, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 60, 4, 4
1428, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 60, 4, 4
1429, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1430, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
1431, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 60, 4, 4
1432, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 60, 4, 4
1433, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1434, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1435, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1436, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1437, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
1438, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1439, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1440, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1441, nether, minecraft:warped_forest, MONSTER, minecraft:enderman, 5, 4, 4
1442, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1443, nether, minecraft:warped_forest, MONSTER, minecraft:ghast, 7, 4, 4
1444, nether, minecraft:warped_forest, CREATURE, minecraft:strider, 60, 1, 2
1445, none, minecraft:windswept_forest, MONSTER, minecraft:spider, 60, 4, 4
1446, none, minecraft:windswept_forest, MONSTER, minecraft:zombie, 60, 4, 4
1447, none, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1448, none, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 60, 4, 4
1449, none, minecraft:windswept_forest, MONSTER, minecraft:creeper, 60, 4, 4
1450, none, minecraft:windswept_forest, MONSTER, minecraft:slime, 60, 4, 4
1451, none, minecraft:windswept_forest, MONSTER, minecraft:enderman, 5, 1, 4
1452, none, minecraft:windswept_forest, MONSTER, minecraft:witch, 5, 1, 1
1453, none, minecraft:windswept_forest, CREATURE, minecraft:sheep, 20, 4, 4
1454, none, minecraft:windswept_forest, CREATURE, minecraft:pig, 20, 4, 4
1455, none, minecraft:windswept_forest, CREATURE, minecraft:chicken, 20, 4, 4
1456, none, minecraft:windswept_forest, CREATURE, minecraft:cow, 20, 4, 4
1457, none, minecraft:windswept_forest, CREATURE, minecraft:llama, 10, 4, 6
1458, none, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 8, 8
1459, none, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1460, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 60, 4, 4
1461, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 60, 4, 4
1462, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
1463, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 60, 4, 4
1464, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:creeper, 60, 4, 4
1465, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 60, 4, 4
1466, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 5, 1, 4
1467, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:witch, 5, 1, 1
1468, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:sheep, 20, 4, 4
1469, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:pig, 20, 4, 4
1470, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:chicken, 20, 4, 4
1471, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:cow, 20, 4, 4
1472, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:llama, 10, 4, 6
1473, none, minecraft:windswept_gravelly_hills, AMBIENT, minecraft:bat, 10, 8, 8
1474, none, minecraft:windswept_gravelly_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1475, none, minecraft:windswept_hills, MONSTER, minecraft:spider, 60, 4, 4
1476, none, minecraft:windswept_hills, MONSTER, minecraft:zombie, 60, 4, 4
1477, none, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
1478, none, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 60, 4, 4
1479, none, minecraft:windswept_hills, MONSTER, minecraft:creeper, 60, 4, 4
1460, none, minecraft:windswept_hills, MONSTER, minecraft:slime, 60, 4, 4
1481, none, minecraft:windswept_hills, MONSTER, minecraft:enderman, 5, 1, 4
1482, none, minecraft:windswept_hills, MONSTER, minecraft:witch, 5, 1, 1
1483, none, minecraft:windswept_hills, CREATURE, minecraft:sheep, 20, 4, 4
1484, none, minecraft:windswept_hills, CREATURE, minecraft:pig, 20, 4, 4
1485, none, minecraft:windswept_hills, CREATURE, minecraft:chicken, 20, 4, 4
1486, none, minecraft:windswept_hills, CREATURE, minecraft:cow, 20, 4, 4
1487, none, minecraft:windswept_hills, CREATURE, minecraft:llama, 10, 4, 6
1488, none, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
1489, none, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1490, savanna, minecraft:windswept_savanna, MONSTER, minecraft:spider, 60, 4, 4
1491, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie, 60, 4, 4
1492, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
1493, savanna, minecraft:windswept_savanna, MONSTER, minecraft:skeleton, 60, 4, 4
1494, savanna, minecraft:windswept_savanna, MONSTER, minecraft:creeper, 60, 4, 4
1495, savanna, minecraft:windswept_savanna, MONSTER, minecraft:slime, 60, 4, 4
1496, savanna, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 5, 1, 4
1497, savanna, minecraft:windswept_savanna, MONSTER, minecraft:witch, 5, 1, 1
1498, savanna, minecraft:windswept_savanna, CREATURE, minecraft:sheep, 20, 4, 4
1499, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 20, 4, 4
1500, savanna, minecraft:windswept_savanna, CREATURE, minecraft:chicken, 20, 4, 4
1501, savanna, minecraft:windswept_savanna, CREATURE, minecraft:cow, 20, 4, 4
1502, savanna, minecraft:windswept_savanna, CREATURE, minecraft:horse, 10, 2, 6
1503, savanna, minecraft:windswept_savanna, CREATURE, minecraft:donkey, 10, 1, 1
1504, savanna, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
1505, savanna, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1506, badlands, minecraft:wooded_badlands, MONSTER, minecraft:spider, 60, 4, 4
1507, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 60, 4, 4
1508, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
1509, badlands, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 60, 4, 4
1510, badlands, minecraft:wooded_badlands, MONSTER, minecraft:creeper, 60, 4, 4
1511, badlands, minecraft:wooded_badlands, MONSTER, minecraft:slime, 60, 4, 4
1512, badlands, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
1513, badlands, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 1
1514, badlands, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
1515, badlands, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
